rainfall24h,elevation,slope,soilMoisture,target
19.170000076293945,42.0,5.134986131220104,30.86899948120117,0
20.634998321533203,524.0,34.77802218832971,36.21500015258789,1
77.68499755859375,208.0,9.350473782917254,30.11199951171875,1
13.34000015258789,5.0,0.0,43.45600128173828,0
21.71499824523925,878.0,29.63943629033122,36.40399932861328,0
4.21999979019165,2355.0,35.2101656085033,39.58300018310547,0
0.0249999985098838,229.0,2.7410634035342527,32.4119987487793,0
10.835000991821287,48.0,1.0346531706931774,34.34400177001953,0
7.144999980926514,5694.0,19.35114220716917,26.593000411987305,0
17.25999641418457,6.0,1.3636616268613924,29.46699905395508,0
6.754999160766602,1167.0,1.387753790258008,38.141998291015625,1
24.470001220703125,26.0,6.31627898109129,40.150001525878906,0
15.799997329711914,237.0,5.211314549796946,33.94599914550781,0
0.0,2195.0,33.991253051718154,33.529998779296875,0
4.164999961853027,866.0,27.282090548675143,39.76900100708008,1
8.475000381469727,1717.0,46.91495762766459,38.93299865722656,1
6.800000190734863,1435.0,12.471496205387888,40.02999877929688,1
0.6449999213218689,1024.0,35.93984192404095,34.07400131225586,1
21.369997024536133,1535.0,30.18256697884878,37.39899826049805,1
43.470001220703125,97.0,12.933283004058028,39.53300094604492,1
18.23500061035156,214.0,7.942395466555503,35.71699905395508,0
2.119999885559082,81.0,11.485000492791263,35.30699920654297,0
0.0900000035762786,537.0,17.078131676396396,33.47200012207031,0
23.36999893188477,143.0,21.63720584577714,34.88999938964844,1
1.8599998950958248,2.0,1.3621030375752272,40.64599990844727,0
8.40999984741211,1315.0,14.54418447986959,41.87900161743164,1
22.295000076293945,1559.0,29.26304389553204,43.39899826049805,1
1.8349997997283936,8.0,2.9558268940164387,32.20899963378906,0
5.439999580383301,310.0,33.718213616135,30.989999771118164,0
16.104999542236328,4.0,2.9524724366472617,35.16600036621094,0
10.789999961853027,83.0,30.11204693140904,34.20600128173828,1
0.3549999892711639,4115.0,22.523996652657942,30.97699928283692,0
0.0,1398.0,10.209837985587429,37.21799850463867,1
1.4900000095367432,699.0,8.28618530638979,38.16299819946289,1
0.3999999761581421,289.0,11.565823006032677,30.30599975585937,1
11.30500030517578,2111.0,30.80104761661057,31.3700008392334,0
0.0649999976158142,1646.0,14.637633427177526,39.87200164794922,1
16.229999542236328,982.0,15.213437124189388,39.9370002746582,0
20.029998779296875,6.0,1.009751701869392,41.42100143432617,0
16.494998931884766,2147.0,43.07356251240445,32.7599983215332,0
161.239990234375,63.0,6.774041654801501,40.165000915527344,1
5.22499942779541,7.0,3.1714513878895687,33.9379997253418,0
5.355000019073486,5067.0,11.970678582997046,19.79899978637696,0
0.9699999690055848,5432.0,2.974865398600087,27.573999404907227,0
19.49999618530273,1315.0,18.801212904229484,43.446998596191406,1
1.869999885559082,3863.0,28.101772837293225,32.92300033569336,0
3.014999866485596,1571.0,13.286694596501158,36.22800064086914,1
99.6999969482422,1716.0,22.83439297298996,29.00300025939941,1
18.48500061035156,397.0,15.892245307381415,34.83599853515625,0
9.304999351501465,30.0,0.0,33.97599792480469,0
38.71500015258789,2339.0,39.888047393075695,37.09299850463867,0
12.729999542236328,164.0,4.463660961399102,38.43299865722656,0
4.569999694824219,1289.0,38.54021763418603,28.02899932861328,0
0.9749999642372132,1763.0,20.910834216618408,37.63899993896485,0
2.679999828338623,817.0,8.786436314080763,30.952999114990234,0
2.9049997329711914,1834.0,31.18064168997421,29.87800025939941,0
8.834999084472656,4759.0,20.027591722189825,37.172000885009766,0
64.85000610351562,1668.0,32.48339327835614,27.417999267578125,1
2.289999961853028,54.0,0.0,32.79499816894531,1
7.019999504089356,466.0,20.935780187981493,38.55199813842773,1
30.499998092651367,1378.0,7.704690069377325,36.29800033569336,1
8.585000991821289,3788.0,28.186532040103003,32.82400131225586,0
42.61000061035156,63.0,4.818259994255743,33.180999755859375,1
2.5299999713897705,4768.0,29.099605604576176,29.64900016784668,0
30.834999084472656,307.0,8.213794389737659,32.54600143432617,1
0.1949999928474426,1847.0,50.98081968480692,27.9950008392334,1
0.0,3867.0,41.67283207837748,26.96299934387207,0
21.26500129699707,94.0,2.0816688582685057,35.198001861572266,1
1.7649998664855957,4012.0,33.88049754659425,35.86800003051758,0
45.6400032043457,1657.0,31.57941543136354,39.055999755859375,1
2.445000171661377,3047.0,10.90590954366036,34.12699890136719,0
0.0,59.0,0.0,31.599000930786133,0
7.304999828338623,72.0,1.852254273911334,32.02000045776367,1
2.8500001430511475,1.0,0.0,34.00699996948242,0
47.614994049072266,1227.0,3.586080799213583,34.33100128173828,1
0.0949999988079071,6.0,3.421223574909417,24.81100082397461,0
8.409998893737793,1311.0,40.05203725651913,32.31399917602539,0
6.549999237060547,998.0,6.125906246428548,38.45500183105469,1
15.38499927520752,179.0,26.744232985272472,40.71099853515625,1
23.09999656677246,147.0,1.386771132207247,36.79100036621094,1
10.794999122619627,846.0,23.47891185858705,39.20100021362305,1
30.6050033569336,2656.0,26.634578703217706,31.833999633789062,0
8.795000076293945,6.0,3.002346974857879,42.35100173950195,0
0.0049999998882412,167.0,3.579382463609759,37.547000885009766,0
8.734999656677246,124.0,12.523591942861296,35.83100128173828,1
51.76000213623047,146.0,2.2771438387407703,44.468997955322266,1
0.1449999958276748,693.0,6.536941433448177,41.49800109863281,1
